id	gene	chrom	chromStart	chromEnd	strand
ENSG00000140319.9	SRP14	chr15	40035739	40039188	-
ENSG00000248508.5	SRP14-AS1	chr15	40039311	40067290	+
ENSG00000259584.1	RP11-521C20.2	chr15	40075204	40078704	-
ENSG00000275636.1	RP11-521C20.5	chr15	40078892	40079347	+
ENSG00000104081.12	BMF	chr15	40087890	40108892	-
ENSG00000259409.1	RP11-521C20.3	chr15	40088832	40089386	+
ENSG00000259239.1	RP11-521C20.1	chr15	40133768	40135214	-
ENSG00000156970.11	BUB1B	chr15	40161023	40221136	+
ENSG00000259288.4	PAK6	chr15	40217428	40277486	+
ENSG00000273786.1	RP11-133K1.11	chr15	40226386	40227069	+
ENSG00000260648.3	RP11-133K1.7	chr15	40232082	40236109	+
ENSG00000137843.10	PAK6	chr15	40238759	40277487	+
ENSG00000279537.1	RP11-133K1.8	chr15	40244925	40247366	+
ENSG00000176753.5	C15orf56	chr15	40250664	40252969	-
ENSG00000279409.1	RP11-133K1.9	chr15	40258501	40260370	+
ENSG00000137841.10	PLCB2	chr15	40278176	40307935	-
ENSG00000230778.1	ANKRD63	chr15	40281444	40282586	-
ENSG00000273855.1	RP11-133K1.12	chr15	40285468	40285909	-
ENSG00000259307.1	PLCB2-AS1	chr15	40300670	40301820	+
ENSG00000244705.1	RP11-133K1.1	chr15	40312352	40313289	-
ENSG00000259198.1	RP11-133K1.6	chr15	40312615	40316634	+
ENSG00000259330.1	INAFM2	chr15	40325216	40326715	+
ENSG00000188549.11	C15orf52	chr15	40331452	40340967	-
ENSG00000252714.1	RNA5SP392	chr15	40331537	40331648	-
ENSG00000233041.7	PHGR1	chr15	40351033	40356434	+
ENSG00000140323.5	DISP2	chr15	40358235	40378639	+
ENSG00000259368.1	RP11-64K12.4	chr15	40368925	40369640	-
ENSG00000128944.12	KNSTRN	chr15	40382721	40394246	+
ENSG00000128928.7	IVD	chr15	40405795	40435947	+
ENSG00000140320.10	BAHD1	chr15	40439721	40468242	+
ENSG00000259364.1	RP11-64K12.9	chr15	40453444	40454639	-
ENSG00000259211.1	RP11-64K12.8	chr15	40464193	40466726	-
ENSG00000169105.7	CHST14	chr15	40470998	40474571	+
ENSG00000244251.1	RP11-64K12.1	chr15	40480752	40481315	-
ENSG00000259536.4	RP11-111A22.1	chr15	40488041	40558019	+
ENSG00000128891.14	C15orf57	chr15	40528683	40565057	-
ENSG00000223313.1	RNU6-516P	chr15	40529570	40529673	+
ENSG00000166133.16	RPUSD2	chr15	40569300	40574943	+
ENSG00000203573.4	Metazoa_SRP	chr15	40585454	40585751	-
ENSG00000137812.18	CASC5	chr15	40594020	40664342	+
ENSG00000280903.1	Metazoa_SRP	chr15	40601754	40602005	-
ENSG00000265814.2	RN7SL376P	chr15	40615665	40615928	-
ENSG00000259254.1	CTD-2339L15.3	chr15	40642933	40646857	+
ENSG00000279084.1	FKSG66	chr15	40683694	40684068	-
ENSG00000245849.5	RAD51-AS1	chr15	40686724	40695107	-
ENSG00000051180.15	RAD51	chr15	40694774	40732339	+
ENSG00000137824.14	RMDN3	chr15	40735884	40755851	-
ENSG00000271236.1	SUMO2P15	chr15	40760597	40760874	+
ENSG00000137880.5	GCHFR	chr15	40764020	40767710	+
ENSG00000104129.8	DNAJC17	chr15	40765155	40807478	-
ENSG00000188277.9	C15orf62	chr15	40770080	40772449	+
ENSG00000166140.16	ZFYVE19	chr15	40807086	40815084	+
ENSG00000276198.1	AC012476.1	chr15	40810282	40810373	-
ENSG00000166143.8	PPP1R14D	chr15	40815445	40828709	-
ENSG00000261183.4	RP11-532F12.5	chr15	40835808	40844387	-
ENSG00000166145.13	SPINT1	chr15	40844018	40858207	+
ENSG00000104140.6	RHOV	chr15	40872214	40874289	-
ENSG00000274798.1	CTD-2129N1.1	chr15	40874433	40874595	+
ENSG00000264256.1	AC025166.1	chr15	40875313	40875410	+
ENSG00000104142.9	VPS18	chr15	40894430	40903975	+
ENSG00000251161.3	RP11-540O11.1	chr15	40906811	40910337	+
ENSG00000128917.6	DLL4	chr15	40929340	40939072	+
ENSG00000259405.1	ISCA1P4	chr15	40948736	40948869	-
ENSG00000128965.10	CHAC1	chr15	40952962	40956519	+
ENSG00000128908.14	INO80	chr15	40978880	41116354	-
ENSG00000259617.1	RP11-540O11.6	chr15	40999274	41004865	+
ENSG00000259463.1	RP11-540O11.7	chr15	41011597	41013300	+
ENSG00000259521.1	RP11-540O11.4	chr15	41016807	41027893	+
ENSG00000280036.1	RP11-540O11.8	chr15	41016990	41018843	-
ENSG00000259547.1	CYCSP2	chr15	41108878	41109178	+
ENSG00000157021.9	FAM92A1P1	chr15	41163162	41164374	+
ENSG00000178997.10	EXD1	chr15	41182725	41230743	-
ENSG00000240847.3	RN7SL497P	chr15	41191965	41192265	-
ENSG00000187446.10	CHP1	chr15	41230839	41281890	+
ENSG00000247556.5	OIP5-AS1	chr15	41283990	41309737	+
ENSG00000104147.7	OIP5	chr15	41309268	41332621	-
ENSG00000137804.11	NUSAP1	chr15	41332694	41381050	+
ENSG00000259396.1	RP11-16O9.2	chr15	41343080	41344225	+
ENSG00000137806.7	NDUFAF1	chr15	41387349	41402519	-
ENSG00000137815.13	RTF1	chr15	41408408	41483563	+
ENSG00000200407.1	RNU6-1169P	chr15	41448742	41448844	-
ENSG00000137825.9	ITPKA	chr15	41493393	41503551	+
ENSG00000062524.14	LTK	chr15	41503638	41513887	-
ENSG00000103932.10	RPAP1	chr15	41517176	41544269	-
ENSG00000259838.1	TCEB1P2	chr15	41557027	41557435	+
ENSG00000092445.10	TYRO3	chr15	41557675	41583586	+
ENSG00000260926.2	RP11-380D11.2	chr15	41609466	41612727	-
ENSG00000174197.15	MGA	chr15	41621224	41773081	+
ENSG00000207766.1	MIR626	chr15	41691585	41691678	+
ENSG00000270702.1	RP11-107F6.4	chr15	41718370	41718672	-
ENSG00000260814.2	RP11-107F6.3	chr15	41770756	41772732	-
ENSG00000137802.12	MAPKBP1	chr15	41774434	41827855	+
ENSG00000279937.1	AC073657.1	chr15	41781148	41784031	-
ENSG00000250379.1	RP11-23P13.4	chr15	41825099	41827936	-
ENSG00000243789.9	JMJD7	chr15	41828085	41837581	+
ENSG00000168970.19	JMJD7-PLA2G4B	chr15	41828095	41848155	+
ENSG00000243708.7	PLA2G4B	chr15	41837775	41848147	+
ENSG00000137877.9	SPTBN5	chr15	41848144	41894077	-
ENSG00000200293.1	RNA5SP393	chr15	41851913	41852029	-
ENSG00000264850.1	MIR4310	chr15	41866495	41866551	-
ENSG00000174171.5	RP11-23P13.6	chr15	41892793	41898575	+
ENSG00000103966.8	EHD4	chr15	41895939	41972578	-
ENSG00000278493.1	CTD-2382E5.6	chr15	41908204	41908714	-
ENSG00000259883.1	EHD4-AS1	chr15	41921417	41928883	+
ENSG00000246740.2	PLA2G4E-AS1	chr15	41972763	41999094	+
ENSG00000188089.12	PLA2G4E	chr15	41981582	42051190	-
ENSG00000257797.1	CTD-2382E5.2	chr15	42006132	42010117	+
ENSG00000159337.6	PLA2G4D	chr15	42067009	42094554	-
ENSG00000168907.12	PLA2G4F	chr15	42139034	42156636	-
ENSG00000166887.14	VPS39	chr15	42158701	42208316	-
ENSG00000207712.1	MIR627	chr15	42199570	42199666	-
ENSG00000261002.4	RP11-546B15.1	chr15	42208413	42226990	+
ENSG00000103978.14	TMEM87A	chr15	42210452	42273663	-
ENSG00000214013.8	GANC	chr15	42273233	42356935	+
ENSG00000260571.1	BNIP3P5	chr15	42313687	42314386	+
ENSG00000258461.4	RP11-164J13.1	chr15	42348103	42412317	+
ENSG00000092529.21	CAPN3	chr15	42359500	42412318	+
ENSG00000103994.15	ZNF106	chr15	42412823	42491123	-
ENSG00000201077.1	RNU6-188P	chr15	42427591	42427697	-
ENSG00000092531.8	SNAP23	chr15	42491233	42545356	+
ENSG00000261684.1	RP11-265N6.1	chr15	42531867	42532840	-
ENSG00000180979.8	LRRC57	chr15	42537820	42548802	-
ENSG00000137814.8	HAUS2	chr15	42548810	42569994	+
ENSG00000261822.1	RP11-265N6.2	chr15	42567031	42569994	-
ENSG00000260490.2	RP11-265N6.3	chr15	42571927	42572433	+
ENSG00000159433.10	STARD9	chr15	42575659	42720981	+
ENSG00000260282.1	EIF4EBP2P2	chr15	42581156	42581488	-
ENSG00000140326.11	CDAN1	chr15	42723559	42737126	-
ENSG00000278769.1	CTD-2036P10.5	chr15	42724102	42724922	+
ENSG00000274403.1	CTD-2036P10.6	chr15	42726583	42727211	+
ENSG00000128881.15	TTBK2	chr15	42738734	42920809	-
ENSG00000246283.2	CTD-2036P10.3	chr15	42739118	42743202	+
ENSG00000260799.1	KRT8P50	chr15	42800968	42802405	-
ENSG00000254793.1	FDPSP4	chr15	42939310	42940358	-
ENSG00000159459.10	UBR1	chr15	42942897	43106113	-
ENSG00000273690.1	AC090514.1	chr15	43008838	43008922	+
ENSG00000166947.10	EPB42	chr15	43106225	43221283	-
ENSG00000281269.1	AC068724.2	chr15	43109928	43110018	+
ENSG00000205871.5	RPS3AP47	chr15	43115702	43116493	-
ENSG00000137842.5	TMEM62	chr15	43123279	43185146	+
ENSG00000260928.2	SPCS2P1	chr15	43131008	43131686	+
ENSG00000281124.1	AC068724.1	chr15	43134212	43134284	-
ENSG00000261687.1	RP11-473C18.3	chr15	43184079	43185141	-
ENSG00000166946.12	CCNDBP1	chr15	43185118	43197176	+
ENSG00000104055.13	TGM5	chr15	43232595	43266857	-
ENSG00000202211.1	Y_RNA	chr15	43247680	43247781	+
ENSG00000261679.2	ATP5HP1	chr15	43267904	43268388	-
ENSG00000159495.7	TGM7	chr15	43276280	43302255	-
ENSG00000260406.1	RP11-402F9.3	chr15	43302096	43302772	+
ENSG00000168806.7	LCMT2	chr15	43323649	43330605	-
ENSG00000168803.13	ADAL	chr15	43330674	43354555	+
ENSG00000140265.11	ZSCAN29	chr15	43358172	43371025	-
ENSG00000137822.11	TUBGCP4	chr15	43369221	43409771	+
ENSG00000243871.3	RN7SL487P	chr15	43391384	43391727	-
ENSG00000067369.12	TP53BP1	chr15	43403061	43510728	-
ENSG00000166963.11	MAP1A	chr15	43510958	43531620	+
ENSG00000275702.1	AC019011.1	chr15	43519409	43519489	+
ENSG00000168781.20	PPIP5K1	chr15	43533462	43590253	-
ENSG00000237289.8	CKMT1B	chr15	43593054	43604901	+
ENSG00000242866.8	STRC	chr15	43599398	43618800	-
ENSG00000222398.1	RNU6-554P	chr15	43602543	43602648	+
ENSG00000166762.15	CATSPER2	chr15	43628503	43668118	-
ENSG00000206991.1	RNU6-610P	chr15	43637632	43637738	-
ENSG00000275601.1	AC011330.13	chr15	43642389	43643023	-
ENSG00000224677.1	PDIA3P2	chr15	43649123	43649280	+
ENSG00000249839.1	AC011330.5	chr15	43663654	43684339	-
ENSG00000223572.8	CKMT1A	chr15	43692886	43699222	+
ENSG00000166763.7	STRCP1	chr15	43699488	43718184	-
ENSG00000201136.1	RNU6-353P	chr15	43702363	43702470	+
ENSG00000205771.5	CATSPER2P1	chr15	43726918	43747094	-
ENSG00000206589.1	RNU6-354P	chr15	43734179	43734285	-
ENSG00000167004.11	PDIA3	chr15	43746392	43773279	+
ENSG00000128886.10	ELL3	chr15	43772600	43777543	-
ENSG00000262560.1	RP11-296A16.1	chr15	43772617	43799133	-
ENSG00000140264.18	SERF2	chr15	43777087	43802589	+
ENSG00000279808.1	AC018512.1	chr15	43782843	43783033	-
ENSG00000221792.1	MIR1282	chr15	43793659	43793759	-
ENSG00000184716.12	SERINC4	chr15	43794162	43800221	-
ENSG00000242028.4	HYPK	chr15	43796142	43803043	+
ENSG00000140259.6	MFAP1	chr15	43804492	43824802	-
ENSG00000092470.10	WDR76	chr15	43826963	43868419	+
ENSG00000200391.1	Y_RNA	chr15	43863893	43864005	-
ENSG00000171877.18	FRMD5	chr15	43870761	44195252	-
ENSG00000227973.1	PIN4P1	chr15	43875849	43876244	-
ENSG00000185607.5	ACTBP7	chr15	43989061	43990184	-
ENSG00000224055.1	GAPDHP55	chr15	44063511	44064313	+
ENSG00000166734.17	CASC4	chr15	44288729	44415758	+
ENSG00000250130.1	RP11-616K22.1	chr15	44354691	44355692	+
ENSG00000259499.1	RP11-616K22.2	chr15	44387320	44390451	-
ENSG00000259595.1	RP11-516C1.1	chr15	44402685	44427144	-
ENSG00000137770.12	CTDSPL2	chr15	44427234	44529038	+
ENSG00000259335.1	HNRNPMP1	chr15	44447577	44449344	-
ENSG00000259563.1	CTD-2329K10.1	chr15	44516650	44517483	-
ENSG00000179523.4	EIF3J-AS1	chr15	44527257	44536923	-
ENSG00000104131.11	EIF3J	chr15	44537057	44563029	+
ENSG00000259659.1	RP11-151N17.1	chr15	44557829	44559188	+
ENSG00000104133.13	SPG11	chr15	44562696	44663678	-
ENSG00000229474.5	PATL2	chr15	44665732	44711316	-
ENSG00000206957.2	Y_RNA	chr15	44697333	44697430	-
ENSG00000166710.16	B2M	chr15	44711477	44718877	+
ENSG00000185880.11	TRIM69	chr15	44728988	44767829	+
ENSG00000276121.1	CTD-2008A1.3	chr15	44778196	44778721	-
ENSG00000259479.5	SORD2P	chr15	44826371	44884694	-
ENSG00000259187.1	CTD-2008A1.1	chr15	44826540	44827094	+
ENSG00000238845.1	Y_RNA	chr15	44843612	44843724	+
ENSG00000212424.1	RNU1-119P	chr15	44884616	44884780	+
ENSG00000259742.1	CTD-2014N11.1	chr15	44914802	44930622	-
ENSG00000259231.2	CTD-2014N11.2	chr15	44919376	44920820	+
ENSG00000252117.1	RNU6-1108P	chr15	44927600	44927703	-
ENSG00000167014.9	C15orf43	chr15	44956702	44979229	+
ENSG00000252475.1	RNU6-1332P	chr15	44962830	44962933	+
ENSG00000259304.1	CTD-2014N11.3	chr15	44970035	44971178	-
ENSG00000252288.1	RNU6-966P	chr15	44973558	44973661	+
ENSG00000212550.1	RNU1-78P	chr15	45002864	45003028	-
ENSG00000140263.12	SORD	chr15	45023104	45077185	+
ENSG00000259418.1	RP11-109D20.1	chr15	45041716	45058707	-
ENSG00000252171.1	Y_RNA	chr15	45047103	45047215	-
ENSG00000259352.1	RP11-109D20.2	chr15	45073492	45074048	-
ENSG00000140279.11	DUOX2	chr15	45092650	45114344	-
ENSG00000140274.12	DUOXA2	chr15	45114321	45118421	+
ENSG00000140254.11	DUOXA1	chr15	45117367	45129938	-
ENSG00000137857.16	DUOX1	chr15	45129933	45165576	+
ENSG00000259539.1	CTD-2651B20.1	chr15	45152664	45167526	-
ENSG00000138606.18	SHF	chr15	45167214	45201175	-
ENSG00000259519.1	RP11-519G16.2	chr15	45170344	45199958	+
ENSG00000259932.1	CTD-2651B20.7	chr15	45198517	45199139	-
ENSG00000260035.1	CTD-2651B20.6	chr15	45200325	45200632	-
ENSG00000279014.1	CTD-2651B20.8	chr15	45214448	45215044	-
ENSG00000261709.3	SNORA11	chr15	45214906	45215033	-
ENSG00000259338.1	CTD-2651B20.2	chr15	45215547	45215943	+
ENSG00000259520.4	CTD-2651B20.3	chr15	45251580	45279251	-
ENSG00000137860.10	SLC28A2	chr15	45252230	45277845	+
ENSG00000235390.4	CTD-2651B20.5	chr15	45321077	45321692	-
ENSG00000259433.2	CTD-2651B20.4	chr15	45330209	45332634	-
ENSG00000238941.1	RNU6-953P	chr15	45354779	45354885	-
ENSG00000171766.14	GATM	chr15	45361124	45402327	-
ENSG00000275672.1	GATM-AS1	chr15	45378700	45380123	+
ENSG00000171763.16	SPATA5L1	chr15	45402331	45421419	+
ENSG00000166920.9	C15orf48	chr15	45430529	45448761	+
ENSG00000259342.1	RP11-519G16.5	chr15	45430652	45441808	-
ENSG00000211519.1	MIR147B	chr15	45433050	45433129	+
ENSG00000259354.4	RP11-519G16.3	chr15	45448427	45513767	+
ENSG00000104154.6	SLC30A4	chr15	45479611	45522807	-
ENSG00000179362.13	HMGN2P46	chr15	45511136	45586290	+
ENSG00000207516.1	SNORA41	chr15	45537250	45537377	+
ENSG00000259681.1	RP11-96O20.2	chr15	45558598	45562877	+
ENSG00000259427.2	DPPA5P2	chr15	45566776	45567074	+
ENSG00000275709.1	RP11-96O20.5	chr15	45585757	45586304	-
ENSG00000104164.9	BLOC1S6	chr15	45587123	45615999	+
ENSG00000260170.1	RP11-96O20.4	chr15	45587351	45676314	+
ENSG00000200419.1	Y_RNA	chr15	45591984	45592085	+
ENSG00000137767.12	SQRDL	chr15	45631148	45691294	+
ENSG00000273972.1	CTD-2306A12.1	chr15	45702640	45703183	+
ENSG00000259200.1	RP11-718O11.1	chr15	45705078	45931069	+
ENSG00000259743.2	RP11-315O8.1	chr15	46099193	46100392	-
ENSG00000259593.1	RP11-640I2.1	chr15	46341354	46341599	+
ENSG00000238819.1	SNORD11	chr15	46351662	46351746	-
ENSG00000238456.1	RNU6-1014P	chr15	46660658	46660760	+
ENSG00000259255.1	RP11-627D16.1	chr15	46693288	46804844	+
ENSG00000223308.1	RN7SKP101	chr15	46720193	46720512	-
ENSG00000259509.2	RP11-627D16.2	chr15	46827526	46827958	+
ENSG00000252500.1	AC087433.1	chr15	46957533	46957617	-
ENSG00000259752.2	FKSG62	chr15	47133652	47134026	-
ENSG00000137872.14	SEMA6D	chr15	47184101	47774223	+
ENSG00000222311.1	AC084882.1	chr15	47242204	47242279	+
ENSG00000222343.1	RN7SKP139	chr15	47272597	47272889	+
ENSG00000259554.1	RP11-408J6.1	chr15	47274183	47275164	+
ENSG00000259221.4	CTD-2050N2.1	chr15	47359430	47396732	-
ENSG00000259360.1	RP11-142J21.1	chr15	47397501	47399554	-
ENSG00000259740.1	RP11-142J21.2	chr15	47525169	47527756	+
ENSG00000259588.1	RP11-552E10.1	chr15	47603880	47606352	-
ENSG00000213862.4	CTD-2270N23.1	chr15	47730144	47730935	-
ENSG00000259572.4	LINC01491	chr15	47803384	47846236	-
ENSG00000259754.1	RP11-208K4.1	chr15	47884310	48049112	+
ENSG00000259730.1	CTD-2007H18.1	chr15	47944044	47949509	+
ENSG00000188467.9	SLC24A5	chr15	48120972	48142672	+
ENSG00000104177.16	MYEF2	chr15	48134631	48178517	-
ENSG00000266143.1	AC066612.1	chr15	48161805	48161903	+
ENSG00000259235.1	RP11-605F22.2	chr15	48189037	48191691	-
ENSG00000233932.4	CTXN2	chr15	48191539	48203756	+
ENSG00000074803.16	SLC12A1	chr15	48191664	48304078	+
ENSG00000259385.1	RP11-605F22.1	chr15	48192191	48201684	-
ENSG00000259488.2	RP11-154J22.1	chr15	48312353	48331856	-
ENSG00000202542.1	Y_RNA	chr15	48325558	48325671	-
ENSG00000128951.12	DUT	chr15	48331011	48343373	+
ENSG00000166147.12	FBN1	chr15	48408306	48645849	-
ENSG00000274654.1	CTD-3247H4.2	chr15	48528980	48529728	-
ENSG00000259705.1	RP11-227D13.1	chr15	48645951	48652016	+
ENSG00000273925.1	RP11-227D13.5	chr15	48662531	48663056	-
ENSG00000103995.12	CEP152	chr15	48712928	48811146	-
ENSG00000259216.2	RP11-227D13.2	chr15	48725338	48725827	+
ENSG00000259469.1	RP11-227D13.4	chr15	48729080	48729844	-
ENSG00000259670.1	RP11-485O10.2	chr15	48783190	48784121	+
ENSG00000259700.3	RP11-485O10.3	chr15	48810701	48811909	+
ENSG00000185634.10	SHC4	chr15	48823735	48963444	-
ENSG00000255302.3	EID1	chr15	48877886	48880183	+
ENSG00000259602.1	RP11-138E16.1	chr15	48938236	48948031	+
ENSG00000259500.1	KRT8P24	chr15	48971803	48973361	+
ENSG00000280771.1	AC091073.1	chr15	48972595	48972727	-
ENSG00000138593.7	SECISBP2L	chr15	48988476	49046563	-
ENSG00000207105.1	Y_RNA	chr15	48995912	48996022	-
ENSG00000265942.2	RN7SL577P	chr15	49042341	49042643	-
ENSG00000259656.1	RP11-325E5.1	chr15	49101791	49103264	+
ENSG00000166200.13	COPS2	chr15	49106068	49155661	-
ENSG00000200120.1	Y_RNA	chr15	49137762	49137863	-
ENSG00000156958.13	GALK2	chr15	49155656	49367869	+
ENSG00000259467.1	NDUFAF4P1	chr15	49156329	49156847	+
ENSG00000264210.1	MIR4716	chr15	49169070	49169153	-
ENSG00000259545.2	RP11-325E5.4	chr15	49177610	49178741	-
ENSG00000243338.3	RN7SL307P	chr15	49198900	49199194	-
ENSG00000166262.14	FAM227B	chr15	49326962	49620931	-
ENSG00000275580.1	RP11-295H24.4	chr15	49343608	49344254	+
ENSG00000276593.1	RP11-295H24.5	chr15	49353485	49354034	+
ENSG00000259531.2	RP11-295H24.3	chr15	49365124	49366685	-
ENSG00000140285.8	FGF7	chr15	49423096	49488775	+
ENSG00000104047.13	DTWD1	chr15	49620980	49656232	+
ENSG00000259388.1	CTD-2647E9.1	chr15	49794246	49796097	+
ENSG00000104043.13	ATP8B4	chr15	49858238	50182817	-
ENSG00000259188.4	CTD-2647E9.3	chr15	49879604	49883525	+
ENSG00000201086.1	RNA5SP394	chr15	49982443	49982561	+
ENSG00000140284.9	SLC27A2	chr15	50182196	50236395	+
ENSG00000200605.1	Y_RNA	chr15	50221888	50221996	+
ENSG00000140287.9	HDC	chr15	50241947	50266026	-
ENSG00000241175.3	RN7SL494P	chr15	50244628	50244931	-
ENSG00000104064.15	GABPB1	chr15	50275392	50355408	-
ENSG00000271819.1	U6	chr15	50347423	50347529	-
ENSG00000244879.4	GABPB1-AS1	chr15	50354959	50372202	+
ENSG00000259715.1	CTD-3110H11.1	chr15	50359450	50360194	-
ENSG00000264109.1	MIR4712	chr15	50360329	50360410	+
ENSG00000259465.2	AHCYP7	chr15	50417385	50418692	+
ENSG00000138592.12	USP8	chr15	50424380	50514419	+
ENSG00000252376.1	RNA5SP395	chr15	50463381	50463498	+
ENSG00000242737.1	RP11-562A8.1	chr15	50466738	50467096	+
ENSG00000259618.1	RP11-562A8.5	chr15	50494018	50497080	-
ENSG00000259298.1	RP11-562A8.4	chr15	50497195	50498744	-
ENSG00000170236.13	USP50	chr15	50500562	50546708	-
ENSG00000092439.12	TRPM7	chr15	50552473	50686815	-
ENSG00000259684.1	RP11-120K9.2	chr15	50557601	50560500	+
ENSG00000243027.3	RN7SL354P	chr15	50688900	50689193	+
ENSG00000138600.8	SPPL2A	chr15	50702266	50765808	-
ENSG00000279665.1	RP11-507J18.5	chr15	50742702	50743276	-
ENSG00000259773.1	RP11-507J18.2	chr15	50746709	50749829	+
ENSG00000241130.1	RP11-507J18.1	chr15	50798670	50798951	+
ENSG00000273674.3	CTD-2378E12.1	chr15	50839875	50908599	-
ENSG00000081014.9	AP4E1	chr15	50908672	51005900	+
ENSG00000259378.1	DCAF13P3	chr15	50944663	50945996	+
ENSG00000259240.1	RP11-108K3.1	chr15	51037488	51293912	+
ENSG00000183578.5	TNFAIP8L3	chr15	51056598	51105276	-
ENSG00000259204.1	RP11-394B5.2	chr15	51064609	51069586	-
ENSG00000137869.12	CYP19A1	chr15	51208057	51338610	-
ENSG00000266593.1	MIR4713	chr15	51242190	51242264	+
ENSG00000259701.1	RP11-108K3.3	chr15	51278927	51280015	-
ENSG00000278098.1	MIR7973-1	chr15	51314034	51314109	+
ENSG00000259306.2	RP11-108K3.2	chr15	51315841	51321996	+
ENSG00000186417.12	GLDN	chr15	51341629	51408013	+
ENSG00000270378.1	RP11-108K3.5	chr15	51351100	51351192	-
ENSG00000259194.1	RP11-108K3.4	chr15	51367377	51369110	+
ENSG00000259678.1	RP11-707P17.1	chr15	51414097	51498833	+
ENSG00000104093.12	DMXL2	chr15	51447711	51622833	-
ENSG00000259668.4	RP11-707P17.2	chr15	51457286	51460582	+
ENSG00000104112.7	SCG3	chr15	51681353	51721031	+
ENSG00000259241.1	RP11-313P18.2	chr15	51693216	51695765	-
ENSG00000259296.1	RP11-313P18.1	chr15	51707995	51715220	-
ENSG00000140280.12	LYSMD2	chr15	51723011	51751585	-
ENSG00000128872.8	TMOD2	chr15	51751561	51816368	+
ENSG00000259377.1	CTD-2308G16.1	chr15	51752485	51756475	+
ENSG00000138594.11	TMOD3	chr15	51829628	51947295	+
ENSG00000274954.1	RP11-56B16.6	chr15	51833134	51833426	+
ENSG00000277677.1	Metazoa_SRP	chr15	51858070	51858352	-
ENSG00000259632.2	RP11-56B16.1	chr15	51859185	51861293	-
ENSG00000207484.1	Y_RNA	chr15	51884556	51884653	+
ENSG00000259201.1	RP11-56B16.5	chr15	51887560	51901123	-
ENSG00000272337.1	U6	chr15	51907200	51907305	+
ENSG00000259185.1	RP11-56B16.4	chr15	51908902	51909642	-
ENSG00000259556.2	RP11-56B16.2	chr15	51919073	51930627	-
ENSG00000166477.11	LEO1	chr15	51938025	51971806	-
ENSG00000069956.10	MAPK6	chr15	51952106	52067372	+
ENSG00000259438.1	CTD-2650P22.1	chr15	52010999	52019095	-
ENSG00000274528.1	CTD-2650P22.2	chr15	52017167	52018032	-
ENSG00000259398.1	RP11-430B1.1	chr15	52033707	52035625	+
ENSG00000259712.1	CTD-2184D3.5	chr15	52056675	52100523	-
ENSG00000259178.1	CTD-2184D3.3	chr15	52082302	52086574	+
ENSG00000242327.1	CTD-2184D3.1	chr15	52095295	52095747	+
ENSG00000137875.4	BCL2L10	chr15	52109263	52112775	-
ENSG00000069966.17	GNB5	chr15	52115105	52191369	-
ENSG00000259327.1	CTD-2184D3.6	chr15	52116574	52122131	+
ENSG00000259709.1	CTD-2184D3.7	chr15	52124561	52140246	+
ENSG00000206995.1	Y_RNA	chr15	52162751	52162852	+
ENSG00000259577.1	RP11-430B1.2	chr15	52180093	52205874	+
ENSG00000128833.11	MYO5C	chr15	52192322	52295798	-
ENSG00000221052.2	MIR1266	chr15	52277095	52277207	-
ENSG00000197535.13	MYO5A	chr15	52307283	52529050	-
ENSG00000280817.1	AC018902.1	chr15	52430064	52430768	+
ENSG00000231169.4	EEF1B2P1	chr15	52505191	52505862	+
ENSG00000128989.9	ARPP19	chr15	52547045	52569883	-
ENSG00000260618.1	RP11-23N2.4	chr15	52577842	52598709	+
ENSG00000047346.11	FAM214A	chr15	52581317	52709817	-
ENSG00000259935.1	RP11-519C12.1	chr15	52648634	52649866	-
ENSG00000169856.8	ONECUT1	chr15	52756989	52791078	-
ENSG00000259203.1	RP11-209K10.2	chr15	52801614	52804942	-
ENSG00000214896.4	RPSAP55	chr15	52885595	52886470	+
ENSG00000259612.1	EEF1A1P22	chr15	52937139	52938518	-
ENSG00000259237.1	RP11-209E8.1	chr15	53116365	53129698	+
ENSG00000278568.1	AC066614.1	chr15	53431960	53432027	+
ENSG00000166415.13	WDR72	chr15	53513741	53762878	-
ENSG00000252066.1	RNU2-53P	chr15	53651977	53652123	+
ENSG00000206641.1	RNU6-449P	chr15	53764204	53764310	+
ENSG00000259301.2	RP11-643A5.1	chr15	53837271	53837560	-
ENSG00000280362.1	RP11-643A5.3	chr15	53910769	53914712	+
ENSG00000259669.4	RP11-643A5.2	chr15	53947624	53976908	-
ENSG00000137766.15	UNC13C	chr15	54012904	54633414	+
ENSG00000259619.2	RP11-390M11.1	chr15	54048588	54050876	-
ENSG00000259550.2	HNRNPA1P74	chr15	54320731	54321565	-
ENSG00000260937.4	RP11-548M13.1	chr15	55056747	55092173	+
ENSG00000279145.1	RP11-547D13.1	chr15	55171972	55178175	-
ENSG00000137876.8	RSL24D1	chr15	55180806	55197067	-
ENSG00000069974.14	RAB27A	chr15	55202966	55319113	-
ENSG00000276533.1	RP11-139H15.5	chr15	55288849	55289346	-
ENSG00000225973.3	PIGBOS1	chr15	55317184	55319161	-
ENSG00000069943.8	PIGB	chr15	55318960	55355648	+
ENSG00000260916.4	CCPG1	chr15	55340032	55408510	-
ENSG00000274765.1	RP11-139H15.7	chr15	55343141	55343575	-
ENSG00000277548.1	RP11-139H15.6	chr15	55346347	55346752	-
ENSG00000261771.4	DYX1C1-CCPG1	chr15	55355248	55498360	-
